,id,year_month,value_kwh mean,value_kwh std,value_kwh min,value_kwh max,demand_change_kwh mean,demand_change_kwh std,demand_change_kwh max,demand_change_kwh smooth_max,demand_change_kwh max_savgol,demand_change_kwh min,demand_change_kwh smooth_min,demand_change_kwh min_savgol
155,01cebcc5849a199e8c58c951961b221b,2023-12,0.030026,0.069298,0.001,0.864,2.184140e-05,0.079921,0.842,0.5260,0.830086,-0.828,-0.4832,-0.753343
156,01d1c2688966c75856c6622e54a33248,2023-01,0.037513,0.071857,0.004,0.860,2.116935e-05,0.094212,0.836,0.3410,0.634200,-0.840,-0.3426,-0.639171
157,01d1c2688966c75856c6622e54a33248,2023-02,0.045985,0.090135,0.004,0.879,3.348214e-06,0.112976,0.838,0.3616,0.678743,-0.837,-0.3186,-0.644257
158,01d1c2688966c75856c6622e54a33248,2023-03,0.040929,0.075096,0.004,0.701,-5.040323e-06,0.098420,0.694,0.3732,0.601171,-0.661,-0.3652,-0.569200
159,01d1c2688966c75856c6622e54a33248,2023-04,0.042748,0.080393,0.004,0.758,-2.777778e-06,0.102067,0.729,0.4422,0.624829,-0.729,-0.3338,-0.534343
160,01d1c2688966c75856c6622e54a33248,2023-05,0.036830,0.068501,0.004,0.631,6.720430e-06,0.088606,0.608,0.2388,0.561000,-0.583,-0.3416,-0.560914
161,01d1c2688966c75856c6622e54a33248,2023-06,0.022735,0.041045,0.004,0.721,-6.944444e-06,0.053097,0.716,0.2422,0.456200,-0.691,-0.2206,-0.439343
162,01d1c2688966c75856c6622e54a33248,2023-07,0.028469,0.052758,0.004,0.877,-4.032258e-06,0.068750,0.836,0.3320,0.664143,-0.816,-0.3292,-0.654257
163,01d1c2688966c75856c6622e54a33248,2023-08,0.032250,0.057498,0.004,0.672,-6.384409e-06,0.072395,0.625,0.2310,0.556000,-0.629,-0.3116,-0.550571
164,01d1c2688966c75856c6622e54a33248,2023-09,0.033105,0.055625,0.004,0.647,-3.819444e-06,0.070636,0.631,0.2440,0.426114,-0.614,-0.2374,-0.438314
165,01d1c2688966c75856c6622e54a33248,2023-10,0.032463,0.058700,0.004,0.990,2.721774e-05,0.072180,0.976,0.4412,0.704514,-0.920,-0.3964,-0.625400
166,01d1c2688966c75856c6622e54a33248,2023-11,0.034247,0.057815,0.004,0.604,-1.173611e-04,0.070442,0.484,0.3046,0.430800,-0.573,-0.2840,-0.409771
167,01d1c2688966c75856c6622e54a33248,2023-12,0.043250,0.071566,0.004,0.589,-1.626016e-05,0.085605,0.583,0.2802,0.493771,-0.517,-0.2870,-0.443286
168,020b99383ff7e86c1aa2e3f81b7b793a,2023-01,0.321289,0.228758,0.028,1.599,2.520161e-04,0.279061,1.138,0.6358,0.906000,-1.535,-0.7226,-1.214429
169,020b99383ff7e86c1aa2e3f81b7b793a,2023-02,0.297558,0.232982,0.027,1.640,-1.261161e-04,0.284420,1.325,0.7388,1.152200,-1.093,-0.7832,-1.074086
170,020b99383ff7e86c1aa2e3f81b7b793a,2023-03,0.246396,0.213115,0.027,1.364,-6.861559e-04,0.246341,1.055,0.7148,0.913086,-1.047,-0.6236,-1.017943
171,020b99383ff7e86c1aa2e3f81b7b793a,2023-04,0.218910,0.189817,0.026,1.209,3.472222e-07,0.232247,0.945,0.5764,0.854143,-1.176,-0.6904,-1.116971
172,020b99383ff7e86c1aa2e3f81b7b793a,2023-05,0.143743,0.155248,0.026,1.353,9.072581e-06,0.198380,1.018,0.6274,0.986286,-1.306,-0.6500,-1.134571
173,020b99383ff7e86c1aa2e3f81b7b793a,2023-06,0.088336,0.102310,0.025,1.120,2.152778e-05,0.126986,1.057,0.5574,0.979686,-1.066,-0.5844,-0.994543
174,020b99383ff7e86c1aa2e3f81b7b793a,2023-07,0.088609,0.116346,0.025,1.516,2.688172e-06,0.146820,1.414,0.7772,1.332343,-1.213,-0.6980,-1.255771
175,020b99383ff7e86c1aa2e3f81b7b793a,2023-08,0.088593,0.103609,0.025,1.342,1.915323e-04,0.127302,1.141,0.7050,1.113314,-1.293,-0.7128,-1.235657
176,020b99383ff7e86c1aa2e3f81b7b793a,2023-09,0.098458,0.122066,0.025,1.099,-9.722222e-06,0.148781,1.022,0.5790,0.997229,-1.047,-0.7072,-1.000686
177,020b99383ff7e86c1aa2e3f81b7b793a,2023-10,0.160626,0.166340,0.026,1.574,2.224462e-04,0.205013,1.522,0.5872,1.223343,-1.144,-0.6592,-1.045429
178,020b99383ff7e86c1aa2e3f81b7b793a,2023-11,0.242903,0.202945,0.026,1.305,-1.597222e-05,0.257325,1.037,0.5714,0.961400,-1.070,-0.5944,-1.006686
179,020b99383ff7e86c1aa2e3f81b7b793a,2023-12,0.302448,0.237438,0.026,1.364,5.537634e-04,0.282082,1.030,0.5684,0.973857,-1.048,-0.6850,-0.986771
180,0220bf9f8567159b1559db90244082bb,2023-01,0.060465,0.102539,0.006,0.972,-4.603495e-05,0.126190,0.872,0.3330,0.582143,-0.884,-0.3586,-0.659514
181,0220bf9f8567159b1559db90244082bb,2023-02,0.055143,0.098843,0.006,1.039,1.674107e-05,0.120464,1.009,0.3524,0.667857,-0.889,-0.3338,-0.722543
182,0220bf9f8567159b1559db90244082bb,2023-03,0.050283,0.089665,0.006,1.078,1.680108e-06,0.106865,1.058,0.3792,0.607057,-0.810,-0.2736,-0.631229
183,0220bf9f8567159b1559db90244082bb,2023-04,0.053563,0.100716,0.006,1.000,-1.388889e-06,0.126521,0.937,0.4318,0.764114,-0.912,-0.4936,-0.750400
184,0220bf9f8567159b1559db90244082bb,2023-05,0.050436,0.093035,0.006,0.944,1.344086e-06,0.113085,0.878,0.4188,0.543600,-0.809,-0.2972,-0.547171
185,0220bf9f8567159b1559db90244082bb,2023-06,0.034724,0.070858,0.007,1.467,2.777778e-06,0.088944,1.338,0.4344,0.729257,-1.445,-0.4796,-0.933200
186,0220bf9f8567159b1559db90244082bb,2023-07,0.046403,0.078059,0.008,0.796,3.360215e-07,0.102322,0.757,0.3184,0.589686,-0.759,-0.3260,-0.642343
187,0220bf9f8567159b1559db90244082bb,2023-08,0.046058,0.080158,0.007,1.058,4.368280e-06,0.103522,0.873,0.3848,0.537771,-1.021,-0.5080,-0.815143
188,0220bf9f8567159b1559db90244082bb,2023-09,0.041985,0.077217,0.007,0.872,-6.250000e-06,0.099509,0.822,0.3584,0.636543,-0.765,-0.3120,-0.636714
189,0220bf9f8567159b1559db90244082bb,2023-10,0.050334,0.090001,0.006,0.973,-1.344086e-06,0.110176,0.924,0.3964,0.660400,-0.938,-0.2898,-0.690029
190,0220bf9f8567159b1559db90244082bb,2023-11,0.054843,0.091847,0.006,0.997,-6.944444e-07,0.114279,0.796,0.3632,0.622771,-0.869,-0.4102,-0.686400
191,0220bf9f8567159b1559db90244082bb,2023-12,0.060407,0.099489,0.006,1.084,2.902864e-19,0.121979,0.794,0.3378,0.536514,-0.860,-0.3740,-0.624371
192,023de4c0e8aca9bcccffdc05d1101cff,2023-01,0.144416,0.185902,0.007,0.641,2.352151e-06,0.127132,0.508,0.3670,0.491029,-0.491,-0.3668,-0.491800
193,023de4c0e8aca9bcccffdc05d1101cff,2023-02,0.155225,0.192430,0.008,0.643,8.184524e-06,0.127468,0.588,0.3788,0.518857,-0.520,-0.3778,-0.503086
194,023de4c0e8aca9bcccffdc05d1101cff,2023-03,0.171323,0.200323,0.008,0.888,4.368280e-06,0.132134,0.550,0.4064,0.553114,-0.785,-0.4138,-0.661229
195,023de4c0e8aca9bcccffdc05d1101cff,2023-04,0.154087,0.194195,0.007,0.614,-2.152778e-05,0.130542,0.586,0.3938,0.530229,-0.509,-0.3642,-0.539714
196,023de4c0e8aca9bcccffdc05d1101cff,2023-05,0.154815,0.189542,0.008,0.618,-1.344086e-06,0.127886,0.542,0.4012,0.545629,-0.478,-0.3518,-0.482086
197,023de4c0e8aca9bcccffdc05d1101cff,2023-06,0.157675,0.192619,0.008,0.688,-1.041667e-06,0.123670,0.596,0.4094,0.589743,-0.519,-0.3838,-0.504943
198,023de4c0e8aca9bcccffdc05d1101cff,2023-07,0.154001,0.188327,0.007,0.652,-4.032258e-06,0.121182,0.505,0.3780,0.516000,-0.533,-0.3440,-0.459143
199,023de4c0e8aca9bcccffdc05d1101cff,2023-08,0.153618,0.187804,0.008,0.606,2.688172e-06,0.124298,0.547,0.4276,0.556314,-0.506,-0.3578,-0.480371
200,023de4c0e8aca9bcccffdc05d1101cff,2023-09,0.159734,0.192587,0.008,0.691,-0.000004,0.128281,0.536,0.3780,0.528714,-0.462,-0.3572,-0.501629
201,023de4c0e8aca9bcccffdc05d1101cff,2023-10,0.146336,0.188585,0.008,0.709,0.000007,0.128450,0.518,0.3842,0.527057,-0.469,-0.3738,-0.479743
202,023de4c0e8aca9bcccffdc05d1101cff,2023-11,0.150682,0.185968,0.008,0.639,-0.000009,0.126645,0.549,0.3752,0.484000,-0.537,-0.3702,-0.550457
203,023de4c0e8aca9bcccffdc05d1101cff,2023-12,0.149821,0.182265,0.008,0.724,-0.000003,0.121462,0.498,0.3850,0.476057,-0.464,-0.3528,-0.493657
204,0266f81e68c473a78f8aa7a25d0fab90,2023-01,0.042315,0.092479,0.002,0.565,0.000005,0.103424,0.562,0.3446,0.478600,-0.533,-0.3268,-0.453400
205,0266f81e68c473a78f8aa7a25d0fab90,2023-02,0.069533,0.123818,0.002,1.351,-0.000019,0.137944,0.931,0.5694,0.751686,-0.918,-0.4902,-0.727286
206,0266f81e68c473a78f8aa7a25d0fab90,2023-03,0.057244,0.110347,0.002,0.700,0.000007,0.119914,0.667,0.3328,0.472829,-0.626,-0.3290,-0.468171
207,0266f81e68c473a78f8aa7a25d0fab90,2023-04,0.046100,0.098029,0.001,0.617,0.000025,0.103527,0.614,0.3666,0.512743,-0.586,-0.3330,-0.458314
208,0266f81e68c473a78f8aa7a25d0fab90,2023-05,0.042552,0.096611,0.002,0.653,-0.000277,0.094102,0.488,0.3942,0.506971,-0.424,-0.3268,-0.462714
209,0266f81e68c473a78f8aa7a25d0fab90,2023-06,0.039224,0.088629,0.001,0.708,-0.000275,0.094008,0.673,0.3274,0.469943,-0.684,-0.3370,-0.489029
210,0266f81e68c473a78f8aa7a25d0fab90,2023-07,0.046474,0.097406,0.001,0.548,0.000005,0.113370,0.517,0.3282,0.499286,-0.488,-0.3276,-0.493000
211,0266f81e68c473a78f8aa7a25d0fab90,2023-08,0.049828,0.100714,0.001,0.660,0.000002,0.107206,0.643,0.3380,0.480486,-0.425,-0.3390,-0.470743
212,0266f81e68c473a78f8aa7a25d0fab90,2023-09,0.049088,0.101839,0.001,0.467,-0.000275,0.103063,0.423,0.3336,0.452457,-0.424,-0.3366,-0.462571
213,0266f81e68c473a78f8aa7a25d0fab90,2023-10,0.069414,0.118705,0.002,0.677,-0.000250,0.126130,0.658,0.3898,0.620943,-0.639,-0.3534,-0.638086
214,0266f81e68c473a78f8aa7a25d0fab90,2023-11,0.069960,0.117053,0.002,0.830,-0.000026,0.127455,0.790,0.3488,0.533714,-0.789,-0.3260,-0.521829
215,0266f81e68c473a78f8aa7a25d0fab90,2023-12,0.079327,0.126239,0.002,0.663,0.000054,0.126666,0.646,0.3198,0.439086,-0.638,-0.3312,-0.450486
216,02a5806db330113b5dc8ca8600208247,2023-01,0.018985,0.043969,0.003,0.542,0.000009,0.060144,0.531,0.2616,0.500143,-0.505,-0.2518,-0.472429
217,02a5806db330113b5dc8ca8600208247,2023-02,0.016151,0.036195,0.003,0.690,0.000014,0.050483,0.679,0.1906,0.420314,-0.671,-0.1892,-0.414114
218,02a5806db330113b5dc8ca8600208247,2023-03,0.017384,0.037501,0.003,0.591,0.000001,0.052031,0.572,0.2522,0.426486,-0.554,-0.2476,-0.412171
219,02a5806db330113b5dc8ca8600208247,2023-04,0.018882,0.042086,0.003,0.569,0.000007,0.056310,0.550,0.2268,0.393057,-0.561,-0.2210,-0.384486
220,02a5806db330113b5dc8ca8600208247,2023-05,0.020349,0.048099,0.003,0.556,0.000005,0.065070,0.539,0.2564,0.502257,-0.519,-0.2574,-0.488629
221,02a5806db330113b5dc8ca8600208247,2023-06,0.018088,0.034956,0.003,0.610,-0.000001,0.047174,0.593,0.2012,0.372200,-0.586,-0.2066,-0.380829
222,02a5806db330113b5dc8ca8600208247,2023-07,0.018743,0.034248,0.000,0.602,-0.000009,0.045823,0.542,0.1976,0.384800,-0.581,-0.2146,-0.415829
223,02a5806db330113b5dc8ca8600208247,2023-08,0.021758,0.042933,0.003,0.527,-0.000009,0.058876,0.520,0.2092,0.416886,-0.492,-0.2296,-0.420686
224,02a5806db330113b5dc8ca8600208247,2023-09,0.020314,0.040171,0.000,0.574,-0.000003,0.055592,0.553,0.2174,0.387143,-0.532,-0.2322,-0.379771
225,02a5806db330113b5dc8ca8600208247,2023-10,0.019240,0.039706,0.003,0.544,-7.728495e-06,0.054813,0.537,0.193800,0.379457,-0.525,-0.1960,-0.379371
226,02a5806db330113b5dc8ca8600208247,2023-11,0.019550,0.041809,0.003,0.590,-6.597222e-06,0.057169,0.584,0.222000,0.442829,-0.553,-0.2060,-0.423229
227,02a5806db330113b5dc8ca8600208247,2023-12,0.021113,0.053714,0.000,1.022,-5.420054e-06,0.071860,1.003,0.429000,0.640543,-0.988,-0.4760,-0.636286
228,02acaf1b8fca61f1308db3625d3454e4,2023-01,0.098054,0.167862,0.005,1.818,-6.048387e-06,0.183842,1.670,0.649800,1.307000,-1.669,-0.7248,-1.272743
229,02acaf1b8fca61f1308db3625d3454e4,2023-02,0.113110,0.195611,0.005,2.341,4.092262e-06,0.222554,2.216,0.915000,1.425029,-1.983,-0.7630,-1.284286
230,02acaf1b8fca61f1308db3625d3454e4,2023-03,0.103364,0.164467,0.005,1.632,1.209677e-05,0.181292,1.417,0.606200,1.128771,-1.335,-0.6322,-1.058857
231,02acaf1b8fca61f1308db3625d3454e4,2023-04,0.094444,0.163215,0.005,1.710,-9.027778e-06,0.180127,1.558,0.680600,1.371314,-1.444,-0.6730,-1.284571
232,02acaf1b8fca61f1308db3625d3454e4,2023-05,0.067731,0.122458,0.004,1.479,7.056452e-06,0.146134,1.439,0.642600,1.162057,-1.405,-0.6128,-1.141000
233,02acaf1b8fca61f1308db3625d3454e4,2023-06,0.086308,0.143853,0.005,1.738,3.819444e-06,0.170942,1.627,0.656000,1.252943,-1.619,-0.6922,-1.217771
234,02acaf1b8fca61f1308db3625d3454e4,2023-07,0.073568,0.127622,0.005,1.656,-3.360215e-07,0.152789,1.618,0.545400,1.154286,-1.596,-0.5848,-1.137514
235,02acaf1b8fca61f1308db3625d3454e4,2023-08,0.069061,0.125377,0.005,1.507,-5.040323e-06,0.142920,1.340,0.749200,1.061771,-1.403,-0.6548,-0.956343
236,02acaf1b8fca61f1308db3625d3454e4,2023-09,0.062480,0.111691,0.005,1.479,1.458333e-05,0.137308,1.323,0.628400,1.123543,-1.276,-0.6784,-1.092971
237,02acaf1b8fca61f1308db3625d3454e4,2023-10,0.093925,0.159665,0.004,1.503,1.169355e-04,0.186638,1.242,0.754000,1.030371,-1.315,-0.6840,-1.067286
238,02acaf1b8fca61f1308db3625d3454e4,2023-11,0.098865,0.166745,0.005,1.554,4.770833e-04,0.177921,1.444,0.751800,1.294086,-1.237,-0.5586,-1.126343
239,02acaf1b8fca61f1308db3625d3454e4,2023-12,0.100950,0.163564,0.004,1.527,-7.526882e-05,0.170214,1.440,0.902800,1.547657,-1.335,-0.6076,-1.322143
240,0346e0b3f19862b85057a7ad80881bf6,2023-01,0.368832,0.160885,0.014,1.186,1.250000e-04,0.142840,0.809,0.517000,0.738086,-0.769,-0.4508,-0.748057
241,0346e0b3f19862b85057a7ad80881bf6,2023-02,0.359429,0.125422,0.184,1.274,1.063988e-04,0.121511,0.943,0.515400,0.852314,-0.772,-0.5052,-0.642886
242,0346e0b3f19862b85057a7ad80881bf6,2023-03,0.293654,0.117582,0.027,1.256,-2.479839e-04,0.131841,0.858,0.439800,0.713143,-1.000,-0.5336,-0.897229
243,0346e0b3f19862b85057a7ad80881bf6,2023-04,0.239595,0.123420,0.017,1.181,-4.236111e-05,0.141643,0.949,0.487000,0.835857,-1.037,-0.6170,-0.893000
244,0346e0b3f19862b85057a7ad80881bf6,2023-05,0.152485,0.128449,0.015,1.165,5.628360e-04,0.147556,0.923,0.586333,0.825000,-0.970,-0.4580,-0.867886
245,0346e0b3f19862b85057a7ad80881bf6,2023-06,0.052023,0.096101,0.012,1.108,5.486111e-05,0.128661,1.063,0.610600,0.931171,-0.990,-0.6110,-0.918343
246,0346e0b3f19862b85057a7ad80881bf6,2023-07,0.058794,0.105198,0.014,1.288,-1.431452e-04,0.139960,1.219,0.717400,1.191571,-1.255,-0.7334,-1.199971
247,0346e0b3f19862b85057a7ad80881bf6,2023-08,0.081287,0.114256,0.015,1.062,7.224462e-05,0.146889,0.968,0.465200,0.832400,-0.961,-0.4666,-0.884886
248,0346e0b3f19862b85057a7ad80881bf6,2023-09,0.086788,0.114786,0.014,1.181,-3.854167e-05,0.140915,1.150,0.687400,1.116743,-1.149,-0.6504,-1.060114
249,0346e0b3f19862b85057a7ad80881bf6,2023-10,0.170756,0.120204,0.015,1.167,9.610215e-05,0.143794,1.136,0.499600,0.957457,-1.131,-0.5028,-0.933943
250,0346e0b3f19862b85057a7ad80881bf6,2023-11,0.275382,0.105887,0.026,1.081,1.086806e-04,0.126086,0.851,0.4472,0.766314,-0.821,-0.4332,-0.722857
251,0346e0b3f19862b85057a7ad80881bf6,2023-12,0.330760,0.130903,0.177,1.384,5.327869e-05,0.141178,1.145,0.6062,0.929657,-1.159,-0.5742,-0.948571
252,035254738f1cc8a31075d9fbe3ec2132,2023-01,0.100430,0.119334,0.020,1.040,-4.368280e-05,0.135537,0.800,0.4140,0.661143,-0.850,-0.4940,-0.693143
253,035254738f1cc8a31075d9fbe3ec2132,2023-02,0.112902,0.141130,0.010,1.270,-5.580357e-05,0.160490,1.140,0.5420,1.136286,-1.180,-0.7300,-1.190000
254,035254738f1cc8a31075d9fbe3ec2132,2023-03,0.109170,0.148507,0.010,1.360,3.360215e-06,0.171055,1.320,0.7480,1.176286,-1.000,-0.5600,-0.959143
255,035254738f1cc8a31075d9fbe3ec2132,2023-04,0.095170,0.127944,0.010,1.240,-3.240560e-19,0.153302,1.220,0.7320,1.076857,-1.100,-0.6720,-0.965714
256,035254738f1cc8a31075d9fbe3ec2132,2023-05,0.086717,0.106315,0.010,1.130,6.720430e-05,0.129951,1.060,0.5140,0.811429,-0.870,-0.5100,-0.648857
257,035254738f1cc8a31075d9fbe3ec2132,2023-06,0.100736,0.125315,0.010,1.130,4.861111e-05,0.149346,1.050,0.5040,0.706286,-1.010,-0.5160,-0.814571
258,035254738f1cc8a31075d9fbe3ec2132,2023-07,0.099728,0.118667,0.010,0.860,3.360215e-06,0.147228,0.820,0.4660,0.824000,-0.740,-0.4120,-0.784571
259,035254738f1cc8a31075d9fbe3ec2132,2023-08,0.088485,0.113230,0.010,1.040,-2.016129e-05,0.136932,0.910,0.5280,0.730571,-0.960,-0.5720,-0.839143
260,035254738f1cc8a31075d9fbe3ec2132,2023-09,0.091361,0.123090,0.010,1.150,6.944444e-06,0.149002,1.110,0.6180,0.922286,-0.990,-0.4960,-0.791143
261,035254738f1cc8a31075d9fbe3ec2132,2023-10,0.088004,0.122923,0.010,1.060,-1.865294e-19,0.144587,0.960,0.4740,0.742571,-0.960,-0.4700,-0.690000
262,035254738f1cc8a31075d9fbe3ec2132,2023-11,0.105951,0.151801,0.010,1.140,4.166667e-05,0.178733,1.030,0.5920,0.866286,-1.060,-0.5700,-0.898286
263,035254738f1cc8a31075d9fbe3ec2132,2023-12,0.109483,0.147422,0.010,1.260,3.024194e-05,0.170773,1.170,0.4820,0.899143,-0.950,-0.5520,-0.730857
264,0371f79d154c00f9e3e39c27bab2b426,2023-01,0.097589,0.126991,0.003,0.935,-2.990591e-05,0.149449,0.843,0.4244,0.609771,-0.758,-0.4028,-0.624543
265,0371f79d154c00f9e3e39c27bab2b426,2023-02,0.090945,0.127101,0.004,1.024,3.645833e-05,0.147270,0.940,0.5674,0.740400,-0.956,-0.4158,-0.713657
266,0371f79d154c00f9e3e39c27bab2b426,2023-03,0.072445,0.117637,0.000,0.783,-1.344086e-06,0.125173,0.758,0.4264,0.660286,-0.673,-0.3780,-0.573400
267,0371f79d154c00f9e3e39c27bab2b426,2023-04,0.006643,0.007598,0.000,0.018,1.006944e-05,0.013043,0.018,0.0136,0.019171,-0.018,-0.0136,-0.019314
268,0371f79d154c00f9e3e39c27bab2b426,2023-05,0.080343,0.121169,0.000,1.036,-1.075269e-05,0.139941,0.969,0.4476,0.853514,-0.886,-0.4580,-0.768000
269,0371f79d154c00f9e3e39c27bab2b426,2023-06,0.035355,0.080270,0.000,0.688,-7.986111e-06,0.074176,0.621,0.4076,0.542600,-0.622,-0.3014,-0.541400
270,0371f79d154c00f9e3e39c27bab2b426,2023-07,0.093453,0.123619,0.000,0.920,-1.344086e-05,0.139037,0.784,0.4076,0.652429,-0.886,-0.3944,-0.790600
271,0371f79d154c00f9e3e39c27bab2b426,2023-08,0.035657,0.082951,0.000,0.869,1.680108e-06,0.088755,0.770,0.3330,0.540886,-0.613,-0.2942,-0.515229
272,0371f79d154c00f9e3e39c27bab2b426,2023-09,0.030630,0.072431,0.000,0.785,7.881944e-05,0.075411,0.781,0.4354,0.611829,-0.662,-0.3304,-0.605829
273,0371f79d154c00f9e3e39c27bab2b426,2023-10,0.084473,0.115855,0.004,0.962,-2.049731e-05,0.130975,0.757,0.3344,0.632714,-0.645,-0.3022,-0.566114
274,0371f79d154c00f9e3e39c27bab2b426,2023-11,0.080397,0.120289,0.000,0.975,-8.333333e-06,0.138572,0.858,0.4986,0.840886,-0.844,-0.4316,-0.764343
275,0371f79d154c00f9e3e39c27bab2b426,2023-12,0.045483,0.086947,0.000,0.945,-1.998645e-05,0.091113,0.845,0.3068,0.506343,-0.852,-0.2596,-0.620143
276,03bd6215e54533c86cc74df129aa0b6c,2023-01,0.071871,0.081980,0.011,0.992,1.915323e-05,0.105089,0.938,0.3596,0.609943,-0.846,-0.4242,-0.590771
277,03bd6215e54533c86cc74df129aa0b6c,2023-02,0.065783,0.090854,0.010,1.345,5.580357e-06,0.113572,1.259,0.4188,0.812943,-1.266,-0.4682,-0.830429
278,03bd6215e54533c86cc74df129aa0b6c,2023-03,0.067591,0.080540,0.010,1.461,2.352151e-05,0.100063,1.384,0.5078,0.935943,-1.371,-0.3106,-0.863571
279,03bd6215e54533c86cc74df129aa0b6c,2023-04,0.049825,0.068109,0.008,1.150,-3.819444e-06,0.082539,1.083,0.4494,0.782829,-1.094,-0.4292,-0.782114
280,03bd6215e54533c86cc74df129aa0b6c,2023-05,0.068662,0.092857,0.009,0.910,1.008065e-05,0.107912,0.857,0.3894,0.721486,-0.758,-0.3822,-0.618086
281,03bd6215e54533c86cc74df129aa0b6c,2023-06,0.065276,0.082648,0.009,1.040,3.229167e-05,0.101371,0.863,0.4858,0.848086,-0.944,-0.5262,-0.878886
282,03bd6215e54533c86cc74df129aa0b6c,2023-07,0.017306,0.007476,0.006,0.087,-8.736559e-06,0.009283,0.071,0.0506,0.077000,-0.053,-0.0394,-0.047257
283,03bd6215e54533c86cc74df129aa0b6c,2023-08,0.039872,0.067685,0.007,1.106,2.049731e-05,0.068748,0.759,0.3152,0.604771,-0.944,-0.3948,-0.793486
284,03bd6215e54533c86cc74df129aa0b6c,2023-09,0.057570,0.068698,0.008,1.200,4.305556e-05,0.090044,1.159,0.3718,0.828229,-1.003,-0.3406,-0.701029
285,03bd6215e54533c86cc74df129aa0b6c,2023-10,0.060404,0.078630,0.008,1.080,2.856183e-05,0.103403,1.018,0.4664,0.797800,-1.025,-0.5318,-0.763514
286,03bd6215e54533c86cc74df129aa0b6c,2023-11,0.062694,0.076640,0.008,1.076,-6.944444e-07,0.096660,0.998,0.3060,0.800086,-0.995,-0.5030,-0.822686
287,03bd6215e54533c86cc74df129aa0b6c,2023-12,0.071394,0.092040,0.007,1.220,8.030914e-05,0.113669,1.031,0.5082,0.907057,-1.084,-0.5016,-0.935543
288,03d274ec32c27870e0fecd7fec7889fa,2023-01,0.065622,0.025159,0.028,0.392,4.065860e-05,0.028878,0.319,0.0952,0.191629,-0.324,-0.0984,-0.177829
289,03d274ec32c27870e0fecd7fec7889fa,2023-02,0.064237,0.024626,0.028,0.211,2.120536e-05,0.027598,0.143,0.0494,0.081629,-0.109,-0.0488,-0.077457
290,03d274ec32c27870e0fecd7fec7889fa,2023-03,0.057158,0.022759,0.028,0.215,-1.444892e-05,0.027280,0.171,0.0714,0.105429,-0.177,-0.0634,-0.092914
291,03d274ec32c27870e0fecd7fec7889fa,2023-04,0.053325,0.022371,0.022,0.229,-9.722222e-06,0.027320,0.189,0.0518,0.105086,-0.182,-0.0536,-0.098943
292,03d274ec32c27870e0fecd7fec7889fa,2023-05,0.045294,0.023943,0.020,0.458,-1.579301e-05,0.030165,0.426,0.1358,0.306000,-0.427,-0.1426,-0.283600
293,03d274ec32c27870e0fecd7fec7889fa,2023-06,0.037133,0.021683,0.020,0.218,2.430556e-06,0.028247,0.188,0.0514,0.106571,-0.142,-0.0496,-0.101114
294,03d274ec32c27870e0fecd7fec7889fa,2023-07,0.034275,0.020460,0.000,0.135,-1.680108e-06,0.027439,0.111,0.0422,0.070371,-0.110,-0.0504,-0.080114
295,03d274ec32c27870e0fecd7fec7889fa,2023-08,0.033610,0.020130,0.020,0.138,1.680108e-06,0.026751,0.114,0.0458,0.064800,-0.113,-0.0426,-0.070600
296,03d274ec32c27870e0fecd7fec7889fa,2023-09,0.037276,0.021844,0.020,0.175,3.472222e-07,0.028334,0.151,0.0340,0.083371,-0.109,-0.0340,-0.067029
297,03d274ec32c27870e0fecd7fec7889fa,2023-10,0.046686,0.023879,0.020,0.209,2.116935e-05,0.027168,0.149,0.1090,0.149000,-0.174,-0.1168,-0.169886
298,03d274ec32c27870e0fecd7fec7889fa,2023-11,0.060143,0.023892,0.028,0.235,3.472222e-07,0.027212,0.188,0.0910,0.160143,-0.188,-0.0958,-0.156800
299,03d274ec32c27870e0fecd7fec7889fa,2023-12,0.062809,0.025333,0.029,0.194,2.385753e-05,0.030240,0.113,0.0512,0.082229,-0.123,-0.0558,-0.082771
300,03f67aba749c6b3989539487844431a5,2023-01,0.073908,0.035150,0.019,0.381,-0.000013,0.046727,0.299,0.1044,0.199743,-0.313,-0.086000,-0.198057
301,03f67aba749c6b3989539487844431a5,2023-02,0.072849,0.035230,0.019,0.248,-0.000005,0.045942,0.209,0.0562,0.137086,-0.191,-0.055800,-0.130657
302,03f67aba749c6b3989539487844431a5,2023-03,0.067430,0.035994,0.006,0.306,-0.000017,0.047087,0.222,0.0698,0.145371,-0.188,-0.077600,-0.147743
303,03f67aba749c6b3989539487844431a5,2023-04,0.063277,0.037027,0.004,0.294,0.000017,0.049429,0.216,0.1454,0.177457,-0.218,-0.126000,-0.138171
304,03f67aba749c6b3989539487844431a5,2023-05,0.038623,0.034267,0.002,0.183,-0.000036,0.042560,0.136,0.0674,0.120800,-0.154,-0.074800,-0.137514
305,03f67aba749c6b3989539487844431a5,2023-06,0.024252,0.027020,0.002,0.275,0.000002,0.037341,0.267,0.1120,0.217114,-0.210,-0.094000,-0.177429
306,03f67aba749c6b3989539487844431a5,2023-07,0.021851,0.025641,0.002,0.244,-0.000002,0.036700,0.238,0.0728,0.125543,-0.195,-0.072800,-0.116657
307,03f67aba749c6b3989539487844431a5,2023-08,0.021238,0.024490,0.002,0.248,-0.000018,0.035750,0.240,0.0670,0.120343,-0.217,-0.066400,-0.129686
